Device;Bouwdeel;Verdieping;Geslacht;Datum;Tijd;
Lift TBP 00;BP;BP02;V;3/24/14;8:09:36;
Lift TBP 00;BP;BP02;V;3/24/14;7:20:46 ;
Lift TBP 00;BP;BP02;V;3/24/14;8:49:14 ;
Lift TBP 00;BP;BP02;V;3/24/14;9:00:22 ;
Lift TBP 00;BP;BP03;V;3/24/14;7:36:21 ;
Lift TBP 00;BP;BP04;V;3/24/14;9:08:53 ;
Lift TBP 00;BP;BP04;V;3/24/14;8:20:53 ;
Lift TBP 00;BP;BP04;V;3/24/14;7:02:17 ;
Lift TBP 00;BP;BP05;V;3/24/14;8:19:02 ;
Lift TBP 00;BP;BP05;V;3/24/14;8:50:06 ;
Lift TBP 00;BP;BP05;V;3/24/14;7:25:26 ;
Lift TBP 00;BP;BP05;V;3/24/14;7:06:33 ;
Lift TBP 00;BP;BP05;V;3/24/14;7:18:13 ;
Lift TBP 00;BP;BP05;V;3/24/14;7:39:01 ;
Lift TBP 00;BS;BS02;V;3/24/14;7:34:36 ;
Lift TBP 00;BS;BS02;V;3/24/14;9:06:20 ;
Lift TBP 00;BS;BS03;V;3/24/14;9:01:26 ;
Lift TBP 00;BS;BS03;V;3/24/14;9:01:28 ;
Lift TBP 00;BS;BS03;V;3/24/14;7:42:11 ;
Lift TBP 00;BS;BS03;V;3/24/14;7:42:13 ;
Lift TBP 00;BS;BS05;V;3/24/14;6:38:00 ;
Lift TBP 00;BS;BS06;V;3/24/14;9:57:24 ;
Lift TBP 00;BP;BP02;V;3/24/14;7:07:43 ;
Lift TBP 00;BP;BP02;V;3/24/14;8:02:33 ;
Lift TBP 00;BP;BP02;V;3/24/14;7:52:18 ;
Lift TBP 00;BP;BP02;V;3/24/14;7:52:20 ;
Lift TBP 00;BP;BP02;V;3/24/14;7:52:23 ;
Lift TBP 00;BP;BP02;V;3/24/14;7:44:21 ;
Lift TBP 00;BP;BP02;V;3/24/14;9:13:52 ;
Lift TBP 00;BP;BP02;V;3/24/14;7:49:43 ;
Lift TBP 00;BP;BP02;V;3/24/14;8:03:21 ;
Lift TBP 00;BP;BP02;V;3/24/14;7:55:15 ;
Lift TBP 00;BP;BP02;V;3/24/14;7:03:34 ;
Lift TBP 00;BP;BP02;V;3/24/14;8:17:27 ;
Lift TBP 00;BP;BP04;V;3/24/14;7:22:10 ;
Lift TBP 00;BP;BP04;V;3/24/14;9:42:15 ;
Lift TBP 00;BP;BP04;V;3/24/14;8:51:18 ;
Lift TBP 00;BP;BP06;V;3/24/14;9:28:00 ;
Lift TBP 00;BP;BP06;V;3/24/14;8:46:22 ;
Lift TBP 00;BP;BP06;V;3/24/14;8:46:23 ;
Lift TBP 00;BS;BS02;V;3/24/14;7:55:52 ;
Lift TBP 00;BS;BS02;V;3/24/14;8:43:56 ;
Lift TBP 00;BS;BS02;V;3/24/14;6:46:39 ;
Lift TBP 00;BS;BS03;V;3/24/14;9:35:49 ;
Lift TBP 00;BS;BS03;V;3/24/14;9:35:51 ;
Lift TBP 00;BS;BS03;V;3/24/14;7:33:06 ;
Lift TBP 00;BS;BS03;V;3/24/14;7:28:41 ;
Lift TBP 00;BS;BS03;V;3/24/14;7:58:34 ;
Lift TBP 00;BS;BS04;V;3/24/14;8:31:44 ;
Lift TBP 00;BS;BS04;V;3/24/14;7:40:04 ;
Lift TBP 00;BS;BS04;V;3/24/14;6:59:24 ;
Lift TBP 00;BS;BS04;V;3/24/14;8:19:54 ;
Lift TBP 00;BS;BS04;V;3/24/14;7:28:10 ;
Lift TBP 00;BS;BS04;V;3/24/14;9:36:40 ;
Lift TBP 00;BS;BS04;V;3/24/14;6:53:58 ;
Lift TBP 00;BS;BS04;V;3/24/14;7:56:41 ;
Lift TBP 00;BS;BS04;V;3/24/14;9:37:17 ;
Lift TBP 00;BS;BS04;V;3/24/14;7:29:19 ;
Lift TBP 00;BS;BS04;V;3/24/14;7:29:21 ;
Lift TBP 00;BS;BS04;V;3/24/14;7:29:30 ;
Lift TBP 00;BS;BS04;V;3/24/14;7:37:28 ;
Lift TBP 00;BS;BS05;V;3/24/14;8:53:01 ;
Lift TBP 00;BS;BS05;V;3/24/14;8:53:02 ;
Lift TBP 00;BS;BS06;V;3/24/14;7:38:18 ;
Lift TBP 00;BS;BS06;V;3/24/14;9:07:02 ;
Lift TBP 00;BS;BS06;V;3/24/14;7:50:36 ;
Lift TBP 00;BS;BS06;V;3/24/14;6:52:46 ;
Lift TBP 00;CP;CP06;V;3/24/14;7:16:16 ;
Lift TBP 00;CP;CP06;V;3/24/14;8:33:38 ;
Lift TBP 00;CP;CP06;V;3/24/14;7:31:08 ;
Lift TBP 00;CS;CS01;V;3/24/14;6:59:56 ;
Lift TBP 00;CS;CS03;V;3/24/14;7:13:05 ;
Lift TBP 00;CS;CS03;V;3/24/14;7:13:07 ;
Lift TBP 00;CS;CS03;V;3/24/14;8:38:10 ;
Lift TBP 00;CS;CS03;V;3/24/14;8:05:53 ;
Lift TBP 00;CS;CS03;V;3/24/14;8:05:54 ;
Lift TBP 00;CS;CS03;V;3/24/14;9:31:44 ;
Lift TBP 00;CS;CS03;V;3/24/14;8:40:36 ;
Lift TBP 00;CS;CS03;V;3/24/14;8:14:24 ;
Lift TBP 00;BP;BP03;V;3/24/14;8:21:30 ;
Lift TBP 00;BS;BS02;V;3/24/14;6:54:47 ;
Lift TBP 00;BP;BP04;M;3/24/14;8:30:26 ;
Lift TBP 00;BP;BP04;M;3/24/14;8:10:40 ;
Lift TBP 00;BP;BP04;M;3/24/14;8:10:41 ;
Lift TBP 00;BP;BP05;M;3/24/14;7:18:49 ;
Lift TBP 00;BP;BP05;M;3/24/14;6:40:45 ;
Lift TBP 00;BP;BP05;M;3/24/14;8:17:04 ;
Lift TBP 00;BP;BP05;M;3/24/14;8:29:46 ;
Lift TBP 00;BP;BP05;M;3/24/14;9:44:35 ;
Lift TBP 00;BP;BP05;M;3/24/14;7:42:52 ;
Lift TBP 00;BP;BP05;M;3/24/14;7:42:53 ;
Lift TBP 00;BP;BP05;M;3/24/14;8:00:30 ;
Lift TBP 00;BP;BP05;M;3/24/14;9:13:29 ;
Lift TBP 00;BS;BS03;M;3/24/14;9:14:38 ;
Lift TBP 00;BS;BS04;M;3/24/14;8:54:31 ;
Lift TBP 00;BS;BS05;M;3/24/14;7:04:22 ;
Lift TBP 00;BS;BS05;M;3/24/14;9:04:06 ;
Lift TBP 00;BS;BS05;M;3/24/14;7:24:09 ;
Lift TBP 00;CS;CS05;M;3/24/14;8:16:34 ;
Lift TBP 00;CS;CS05;M;3/24/14;8:18:14 ;
Lift TBP 00;BP;BP02;M;3/24/14;9:02:45 ;
Lift TBP 00;BP;BP02;M;3/24/14;6:36:30 ;
Lift TBP 00;BP;BP03;M;3/24/14;7:17:22 ;
Lift TBP 00;BS;BS03;M;3/24/14;8:47:07 ;
Lift TBP 00;BS;BS03;M;3/24/14;9:17:54 ;
Lift TBP 00;BS;BS03;M;3/24/14;8:24:23 ;
Lift TBP 00;BS;BS03;M;3/24/14;8:26:10 ;
Lift TBP 00;BS;BS04;M;3/24/14;7:51:05 ;
Lift TBP 00;BS;BS04;M;3/24/14;7:26:04 ;
Lift TBP 00;BS;BS04;M;3/24/14;9:34:27 ;
Lift TBP 00;CP;CP02;M;3/24/14;9:49:10 ;
Lift TBP 00;CS;CS71;M;3/24/14;7:40:41 ;
Lift TBP 00;CS;CS71;M;3/24/14;7:54:02 ;
Lift TBP 00;CS;CS71;M;3/24/14;8:55:57 ;
Lift TBS 00;BP;BP03;V;3/24/14;8:39:05 ;
Lift TBS 00;BP;BP04;V;3/24/14;7:27:33 ;
Lift TBS 00;BP;BP05;V;3/24/14;9:07:22 ;
Lift TBS 00;BS;BS00;V;3/24/14;8:24:38 ;
Lift TBS 00;BS;BS00;V;3/24/14;9:10:52 ;
Lift TBS 00;BS;BS00;V;3/24/14;9:19:43 ;
Lift TBS 00;BS;BS00;V;3/24/14;9:19:50 ;
Lift TBS 00;BS;BS03;V;3/24/14;8:27:52 ;
Lift TBS 00;BS;BS05;V;3/24/14;8:02:48 ;
Lift TBS 00;BS;BS05;V;3/24/14;8:18:31 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:59:38 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:01:28 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:16:54 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:04:30 ;
Lift TBS 00;BS;BS06;V;3/24/14;7:49:41 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:42:53 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:52:29 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:52:31 ;
Lift TBS 00;BS;BS02;V;3/24/14;7:05:27 ;
Lift TBS 00;BS;BS04;V;3/24/14;7:32:41 ;
Lift TBS 00;BS;BS04;V;3/24/14;7:32:43 ;
Lift TBS 00;BS;BS04;V;3/24/14;7:50:18 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:21:12 ;
Lift TBS 00;BS;BS06;V;3/24/14;7:29:40 ;
Lift TBS 00;BS;BS06;V;3/24/14;9:17:46 ;
Lift TBS 00;BS;BS06;V;3/24/14;7:56:20 ;
Lift TBS 00;BS;BS06;V;3/24/14;7:56:22 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:26:41 ;
Lift TBS 00;BS;BS06;V;3/24/14;8:29:16 ;
Lift TBS 00;CP;CP05;V;3/24/14;7:44:00 ;
Lift TBS 00;CP;CP06;V;3/24/14;8:34:07 ;
Lift TBS 00;BP;BP03;V;3/24/14;8:03:43 ;
Lift TBS 00;BP;BP03;V;3/24/14;7:26:36 ;
Lift TBS 00;BS;BS02;M;3/24/14;8:12:00 ;
Lift TBS 00;BS;BS02;M;3/24/14;9:23:04 ;
Lift TBS 00;BS;BS02;M;3/24/14;9:23:11 ;
Lift TBS 00;BS;BS03;M;3/24/14;7:39:59 ;
Lift TBS 00;BS;BS04;M;3/24/14;9:03:36 ;
Lift TBS 00;BS;BS04;M;3/24/14;7:51:03 ;
Lift TBS 00;BS;BS04;M;3/24/14;8:33:23 ;
Lift TBS 00;BS;BS06;M;3/24/14;7:37:19 ;
Lift TBS 00;BS;BS06;M;3/24/14;7:46:32 ;
Lift TBS 00;BS;BS06;M;3/24/14;8:41:10 ;
Lift TBS 00;BS;BS06;M;3/24/14;7:43:13 ;
Lift TBS 00;BS;BS06;M;3/24/14;9:23:54 ;
Lift TBS 00;BS;BS06;M;3/24/14;8:50:11 ;
Lift TBS 00;BP;BP03;M;3/24/14;9:27:58 ;
Lift TBS 00;BP;BP03;M;3/24/14;8:57:13 ;
Lift TBS 00;BP;BP03;M;3/24/14;9:57:25 ;
Lift TBS 00;BS;BS02;M;3/24/14;9:30:22 ;
Lift TBS 00;BS;BS04;M;3/24/14;8:25:05 ;
Lift TBS 00;BS;BS06;M;3/24/14;6:39:07 ;
Lift TBS 00;BS;BS06;M;3/24/14;8:53:42 ;
Lift TBS 00;BS;BS06;M;3/24/14;7:53:58 ;
Lift TBS 00;BS;BS06;M;3/24/14;8:58:19 ;
Lift TBS 00;BS;BS06;M;3/24/14;9:48:55 ;
Lift TBS 00;BS;BS06;M;3/24/14;9:48:56 ;
Lift TBS 00;BS;BS06;M;3/24/14;9:49:04 ;
Lift TBS 00;CS;CS71;M;3/24/14;9:18:11 ;
Lift TBS 00;BP;BP03;M;3/24/14;8:31:43 ;
Lift TCP 00;BP;BP05;V;3/24/14;6:54:30 ;
Lift TCP 00;CP;CP04;V;3/24/14;7:54:48 ;
Lift TCP 00;CP;CP04;V;3/24/14;7:55:02 ;
Lift TCP 00;CP;CP04;V;3/24/14;9:57:18 ;
Lift TCP 00;CP;CP05;V;3/24/14;9:06:27 ;
Lift TCP 00;CS;CS01;V;3/24/14;9:43:15 ;
Lift TCP 00;BP;BP03;V;3/24/14;8:37:05 ;
Lift TCP 00;BP;BP03;V;3/24/14;8:22:43 ;
Lift TCP 00;BP;BP03;V;3/24/14;6:59:31 ;
Lift TCP 00;BS;BS03;V;3/24/14;7:00:54 ;
Lift TCP 00;BS;BS04;V;3/24/14;7:00:11 ;
Lift TCP 00;CP;CP02;V;3/24/14;8:26:37 ;
Lift TCP 00;CP;CP03;V;3/24/14;6:41:18 ;
Lift TCP 00;CP;CP03;V;3/24/14;9:05:23 ;
Lift TCP 00;CP;CP04;V;3/24/14;7:32:18 ;
Lift TCP 00;CP;CP06;V;3/24/14;7:29:07 ;
Lift TCP 00;CP;CP06;V;3/24/14;7:50:20 ;
Lift TCP 00;CP;CP06;V;3/24/14;8:37:56 ;
Lift TCP 00;CP;CP06;V;3/24/14;8:40:52 ;
Lift TCP 00;CS;CS02;V;3/24/14;9:04:01 ;
Lift TCP 00;CS;CS03;V;3/24/14;9:25:39 ;
Lift TCP 00;CS;CS03;V;3/24/14;9:25:42 ;
Lift TCP 00;CS;CS04;V;3/24/14;8:33:41 ;
Lift TCP 00;CP;CP03;M;3/24/14;7:36:53 ;
Lift TCP 00;CP;CP03;M;3/24/14;8:02:36 ;
Lift TCP 00;CP;CP04;M;3/24/14;7:24:41 ;
Lift TCP 00;CP;CP04;M;3/24/14;7:48:59 ;
Lift TCP 00;CP;CP04;M;3/24/14;8:59:11 ;
Lift TCP 00;CP;CP04;M;3/24/14;8:30:04 ;
Lift TCP 00;CP;CP04;M;3/24/14;7:57:46 ;
Lift TCP 00;CP;CP04;M;3/24/14;8:40:23 ;
Lift TCP 00;CS;CS05;M;3/24/14;8:30:55 ;
Lift TCP 00;CS;CS05;M;3/24/14;8:36:06 ;
Lift TCP 00;CS;CS05;M;3/24/14;9:41:30 ;
Lift TCP 00;BP;BP03;M;3/24/14;7:38:00 ;
Lift TCP 00;BP;BP03;M;3/24/14;8:28:09 ;
Lift TCP 00;BP;BP03;M;3/24/14;9:13:19 ;
Lift TCP 00;BP;BP03;M;3/24/14;8:42:00 ;
Lift TCP 00;BP;BP03;M;3/24/14;9:16:52 ;
Lift TCP 00;CP;CP02;M;3/24/14;8:20:19 ;
Lift TCP 00;CP;CP04;M;3/24/14;8:34:43 ;
Lift TCP 00;CP;CP04;M;3/24/14;8:56:09 ;
Lift TCP 00;CP;CP04;M;3/24/14;7:21:51 ;
Lift TCP 00;CP;CP05;M;3/24/14;7:56:21 ;
Lift TCP 00;CP;CP05;M;3/24/14;7:41:40 ;
Lift TCP 00;CP;CP05;M;3/24/14;7:41:42 ;
Lift TCP 00;CS;CS03;M;3/24/14;8:12:58 ;
Lift TCP 00;CS;CS05;M;3/24/14;6:56:00 ;
Lift TCP 00;CS;CS05;M;3/24/14;8:32:57 ;
Lift TCP 00;CS;CS06;M;3/24/14;8:18:41 ;
Lift TCS 00;BP;BP05;V;3/24/14;9:40:08 ;
Lift TCS 00;CP;CP02;V;3/24/14;9:46:45 ;
Lift TCS 00;CP;CP03;V;3/24/14;6:48:39 ;
Lift TCS 00;CP;CP03;V;3/24/14;7:38:51 ;
Lift TCS 00;CP;CP03;V;3/24/14;9:12:33 ;
Lift TCS 00;CP;CP03;V;3/24/14;8:03:05 ;
Lift TCS 00;CP;CP03;V;3/24/14;8:03:07 ;
Lift TCS 00;CP;CP03;V;3/24/14;8:03:08 ;
Lift TCS 00;CP;CP04;V;3/24/14;9:16:45 ;
Lift TCS 00;CP;CP05;V;3/24/14;8:22:22 ;
Lift TCS 00;CP;CP05;V;3/24/14;6:52:43 ;
Lift TCS 00;CP;CP05;V;3/24/14;6:52:59 ;
Lift TCS 00;CP;CP06;V;3/24/14;8:06:56 ;
Lift TCS 00;CP;CP06;V;3/24/14;6:44:32 ;
Lift TCS 00;CP;CP06;V;3/24/14;6:44:33 ;
Lift TCS 00;CP;CP06;V;3/24/14;8:27:09 ;
Lift TCS 00;CS;CS01;V;3/24/14;6:46:21 ;
Lift TCS 00;CS;CS02;V;3/24/14;7:02:23 ;
Lift TCS 00;CS;CS03;V;3/24/14;7:39:42 ;
Lift TCS 00;CS;CS03;V;3/24/14;7:36:47 ;
Lift TCS 00;CS;CS04;V;3/24/14;8:30:11 ;
Lift TCS 00;CS;CS05;V;3/24/14;6:53:55 ;
Lift TCS 00;CS;CS05;V;3/24/14;7:10:29 ;
Lift TCS 00;CS;CS05;V;3/24/14;9:18:26 ;
Lift TCS 00;CS;CS05;V;3/24/14;9:18:27 ;
Lift TCS 00;CS;CS05;V;3/24/14;7:41:44 ;
Lift TCS 00;CS;CS05;V;3/24/14;7:10:11 ;
Lift TCS 00;CS;CS06;V;3/24/14;7:32:14 ;
Lift TCS 00;CS;CS06;V;3/24/14;8:33:16 ;
Lift TCS 00;CS;CS06;V;3/24/14;8:41:57 ;
Lift TCS 00;CS;CS06;V;3/24/14;8:24:14 ;
Lift TCS 00;CP;CP05;V;3/24/14;6:59:48 ;
Lift TCS 00;CS;CS05;V;3/24/14;8:32:19 ;
Lift TCS 00;BP;BP03;V;3/24/14;6:43:08 ;
Lift TCS 00;BP;BP03;V;3/24/14;6:43:43 ;
Lift TCS 00;BP;BP03;V;3/24/14;6:43:56 ;
Lift TCS 00;BP;BP03;V;3/24/14;6:43:58 ;
Lift TCS 00;BS;BS04;V;3/24/14;8:47:33 ;
Lift TCS 00;BS;BS06;V;3/24/14;8:18:26 ;
Lift TCS 00;BS;BS06;V;3/24/14;8:39:00 ;
Lift TCS 00;CP;CP03;V;3/24/14;5:47:30 ;
Lift TCS 00;CP;CP03;V;3/24/14;5:47:36 ;
Lift TCS 00;CP;CP03;V;3/24/14;7:13:08 ;
Lift TCS 00;CP;CP03;V;3/24/14;9:41:43 ;
Lift TCS 00;CP;CP03;V;3/24/14;9:41:44 ;
Lift TCS 00;CP;CP04;V;3/24/14;7:27:31 ;
Lift TCS 00;CP;CP04;V;3/24/14;9:06:07 ;
Lift TCS 00;CP;CP04;V;3/24/14;7:33:18 ;
Lift TCS 00;CP;CP04;V;3/24/14;6:55:53 ;
Lift TCS 00;CP;CP04;V;3/24/14;6:58:24 ;
Lift TCS 00;CP;CP05;V;3/24/14;8:37:19 ;
Lift TCS 00;CP;CP05;V;3/24/14;8:53:20 ;
Lift TCS 00;CP;CP05;V;3/24/14;8:54:10 ;
Lift TCS 00;CP;CP06;V;3/24/14;9:22:44 ;
Lift TCS 00;CP;CP06;V;3/24/14;8:30:34 ;
Lift TCS 00;CS;CS02;V;3/24/14;7:58:08 ;
Lift TCS 00;CS;CS02;V;3/24/14;7:50:02 ;
Lift TCS 00;CS;CS02;V;3/24/14;8:09:22 ;
Lift TCS 00;CS;CS02;V;3/24/14;9:06:46 ;
Lift TCS 00;CS;CS03;V;3/24/14;7:26:41 ;
Lift TCS 00;CS;CS03;V;3/24/14;6:37:36 ;
Lift TCS 00;CS;CS03;V;3/24/14;6:37:38 ;
Lift TCS 00;CS;CS03;V;3/24/14;7:05:41 ;
Lift TCS 00;CS;CS03;V;3/24/14;7:01:36 ;
Lift TCS 00;CS;CS03;V;3/24/14;7:06:56 ;
Lift TCS 00;CS;CS03;V;3/24/14;7:21:13 ;
Lift TCS 00;CS;CS03;V;3/24/14;8:01:56 ;
Lift TCS 00;CS;CS03;V;3/24/14;8:34:07 ;
Lift TCS 00;CS;CS03;V;3/24/14;8:34:09 ;
Lift TCS 00;CS;CS03;V;3/24/14;6:36:25 ;
Lift TCS 00;CS;CS03;V;3/24/14;8:36:28 ;
Lift TCS 00;CS;CS04;V;3/24/14;7:53:42 ;
Lift TCS 00;CS;CS04;V;3/24/14;9:38:28 ;
Lift TCS 00;CS;CS04;V;3/24/14;6:30:43 ;
Lift TCS 00;CS;CS04;V;3/24/14;7:57:18 ;
Lift TCS 00;CS;CS04;V;3/24/14;7:42:15 ;
Lift TCS 00;CS;CS04;V;3/24/14;9:08:45 ;
Lift TCS 00;CS;CS04;V;3/24/14;7:21:58 ;
Lift TCS 00;CS;CS04;V;3/24/14;6:23:49 ;
Lift TCS 00;CS;CS04;V;3/24/14;8:31:26 ;
Lift TCS 00;CS;CS04;V;3/24/14;7:19:00 ;
Lift TCS 00;CS;CS04;V;3/24/14;8:20:35 ;
Lift TCS 00;CS;CS04;V;3/24/14;9:04:26 ;
Lift TCS 00;CS;CS04;V;3/24/14;7:44:27 ;
Lift TCS 00;CS;CS05;V;3/24/14;7:16:31 ;
Lift TCS 00;CS;CS05;V;3/24/14;7:31:17 ;
Lift TCS 00;CS;CS05;V;3/24/14;7:35:58 ;
Lift TCS 00;CS;CS05;V;3/24/14;9:21:53 ;
Lift TCS 00;CS;CS05;V;3/24/14;8:23:06 ;
Lift TCS 00;CS;CS05;V;3/24/14;8:08:16 ;
Lift TCS 00;CS;CS05;V;3/24/14;9:23:41 ;
Lift TCS 00;CS;CS05;V;3/24/14;9:23:42 ;
Lift TCS 00;CS;CS05;V;3/24/14;6:34:58 ;
Lift TCS 00;CS;CS05;V;3/24/14;6:38:45 ;
Lift TCS 00;CS;CS05;V;3/24/14;7:15:52 ;
Lift TCS 00;CS;CS05;V;3/24/14;7:38:30 ;
Lift TCS 00;CS;CS05;V;3/24/14;8:55:45 ;
Lift TCS 00;CS;CS06;V;3/24/14;8:14:43 ;
Lift TCS 00;CS;CS06;V;3/24/14;9:19:48 ;
Lift TCS 00;CS;CS06;V;3/24/14;8:02:29 ;
Lift TCS 00;CS;CS06;V;3/24/14;7:11:48 ;
Lift TCS 00;CP;CP03;M;3/24/14;6:47:49 ;
Lift TCS 00;CP;CP03;M;3/24/14;6:47:51 ;
Lift TCS 00;CP;CP05;M;3/24/14;7:05:04 ;
Lift TCS 00;CS;CS02;M;3/24/14;7:37:46 ;
Lift TCS 00;CS;CS03;M;3/24/14;9:29:24 ;
Lift TCS 00;CS;CS04;M;3/24/14;9:07:56 ;
Lift TCS 00;CS;CS04;M;3/24/14;8:28:33 ;
Lift TCS 00;CS;CS05;M;3/24/14;9:01:03 ;
Lift TCS 00;CS;CS05;M;3/24/14;7:29:26 ;
Lift TCS 00;CS;CS05;M;3/24/14;8:50:39 ;
Lift TCS 00;CS;CS05;M;3/24/14;8:39:54 ;
Lift TCS 00;CS;CS05;M;3/24/14;9:31:39 ;
Lift TCS 00;CS;CS05;M;3/24/14;9:56:02 ;
Lift TCS 00;CS;CS05;M;3/24/14;9:21:14 ;
Lift TCS 00;CS;CS05;M;3/24/14;8:04:08 ;
Lift TCS 00;CS;CS05;M;3/24/14;8:05:14 ;
Lift TCS 00;CS;CS05;M;3/24/14;8:46:52 ;
Lift TCS 00;CS;CS05;M;3/24/14;7:30:09 ;
Lift TCS 00;CS;CS06;M;3/24/14;8:42:46 ;
Lift TCS 00;CS;CS06;M;3/24/14;8:15:54 ;
Lift TCS 00;CS;CS06;M;3/24/14;8:15:56 ;
Lift TCS 00;BP;BP06;M;3/24/14;7:56:25 ;
Lift TCS 00;BP;BP06;M;3/24/14;8:16:35 ;
Lift TCS 00;BS;BS06;M;3/24/14;8:12:40 ;
Lift TCS 00;CP;CP02;M;3/24/14;8:38:20 ;
Lift TCS 00;CP;CP03;M;3/24/14;7:25:46 ;
Lift TCS 00;CP;CP04;M;3/24/14;9:24:26 ;
Lift TCS 00;CP;CP04;M;3/24/14;7:32:01 ;
Lift TCS 00;CP;CP04;M;3/24/14;9:13:29 ;
Lift TCS 00;CP;CP04;M;3/24/14;7:04:31 ;
Lift TCS 00;CP;CP05;M;3/24/14;8:06:00 ;
Lift TCS 00;CP;CP05;M;3/24/14;9:01:32 ;
Lift TCS 00;CP;CP05;M;3/24/14;9:01:34 ;
Lift TCS 00;CP;CP05;M;3/24/14;7:52:02 ;
Lift TCS 00;CP;CP05;M;3/24/14;9:30:28 ;
Lift TCS 00;CP;CP05;M;3/24/14;7:08:40 ;
Lift TCS 00;CP;CP06;M;3/24/14;7:54:41 ;
Lift TCS 00;CS;CS02;M;3/24/14;7:28:50 ;
Lift TCS 00;CS;CS03;M;3/24/14;8:57:52 ;
Lift TCS 00;CS;CS03;M;3/24/14;8:43:48 ;
Lift TCS 00;CS;CS03;M;3/24/14;9:26:48 ;
Lift TCS 00;CS;CS04;M;3/24/14;7:20:38 ;
Lift TCS 00;CS;CS04;M;3/24/14;7:28:15 ;
Lift TCS 00;CS;CS04;M;3/24/14;6:33:30 ;
Lift TCS 00;CS;CS04;M;3/24/14;7:35:15 ;
Lift TCS 00;CS;CS04;M;3/24/14;8:44:27 ;
Lift TCS 00;CS;CS04;M;3/24/14;9:27:57 ;
Lift TCS 00;CS;CS04;M;3/24/14;8:25:20 ;
Lift TCS 00;CS;CS04;M;3/24/14;7:45:24 ;
Lift TCS 00;CS;CS04;M;3/24/14;8:19:13 ;
Lift TCS 00;CS;CS04;M;3/24/14;8:19:14 ;
Lift TCS 00;CS;CS04;M;3/24/14;9:54:24 ;
Lift TCS 00;CS;CS04;M;3/24/14;7:46:02 ;
Lift TCS 00;CS;CS04;M;3/24/14;7:46:03 ;
Lift TCS 00;CS;CS05;M;3/24/14;6:52:03 ;
Lift TCS 00;CS;CS06;M;3/24/14;7:52:42 ;
