Device;Bouwdeel;Verdieping;Geslacht;Datum;Tijd;
Lift TCP 00;CP;CP05;V;3/26/14;9:11:19 ;
Lift TCP 00;CP;CP05;V;3/26/14;8:48:22 ;
Lift TCP 00;CS;CS03;V;3/26/14;8:46:40 ;
Lift TCP 00;CS;CS04;V;3/26/14;7:31:11 ;
Lift TCP 00;BP;BP03;V;3/26/14;8:03:59 ;
Lift TCP 00;BP;BP03;V;3/26/14;7:42:09 ;
Lift TCP 00;BS;BS03;V;3/26/14;7:00:52 ;
Lift TCP 00;BS;BS03;V;3/26/14;7:53:07 ;
Lift TCP 00;BS;BS06;V;3/26/14;8:05:59 ;
Lift TCP 00;CP;CP02;V;3/26/14;9:55:23 ;
Lift TCP 00;CP;CP03;V;3/26/14;6:55:01 ;
Lift TCP 00;CP;CP04;V;3/26/14;8:28:59 ;
Lift TCP 00;CP;CP05;V;3/26/14;8:27:26 ;
Lift TCP 00;CP;CP06;V;3/26/14;7:43:38 ;
Lift TCP 00;CP;CP06;V;3/26/14;7:49:08 ;
Lift TCP 00;CS;CS05;V;3/26/14;7:51:53 ;
Lift TCP 00;BP;BP02;M;3/26/14;7:35:19 ;
Lift TCP 00;BP;BP05;M;3/26/14;8:23:02 ;
Lift TCP 00;CP;CP03;M;3/26/14;8:08:49 ;
Lift TCP 00;CP;CP03;M;3/26/14;9:48:48 ;
Lift TCP 00;CP;CP03;M;3/26/14;7:41:21 ;
Lift TCP 00;CP;CP04;M;3/26/14;8:43:35 ;
Lift TCP 00;CP;CP04;M;3/26/14;7:29:23 ;
Lift TCP 00;CP;CP04;M;3/26/14;7:50:34 ;
Lift TCP 00;CP;CP04;M;3/26/14;7:23:25 ;
Lift TCP 00;CP;CP05;M;3/26/14;8:51:18 ;
Lift TCP 00;CP;CP06;M;3/26/14;7:44:09 ;
Lift TCP 00;CS;CS02;M;3/26/14;8:09:36 ;
Lift TCP 00;CS;CS02;M;3/26/14;8:10:01 ;
Lift TCP 00;CS;CS05;M;3/26/14;9:58:30 ;
Lift TCP 00;CS;CS05;M;3/26/14;9:54:38 ;
Lift TCP 00;EP;EP05;M;3/26/14;8:00:16 ;
Lift TCP 00;BP;BP03;M;3/26/14;8:32:09 ;
Lift TCP 00;BP;BP03;M;3/26/14;8:13:09 ;
Lift TCP 00;CP;CP02;M;3/26/14;8:06:37 ;
Lift TCP 00;CP;CP04;M;3/26/14;7:47:26 ;
Lift TCP 00;CP;CP04;M;3/26/14;9:03:39 ;
Lift TCP 00;CP;CP04;M;3/26/14;9:01:09 ;
Lift TCP 00;CP;CP04;M;3/26/14;7:23:50 ;
Lift TCP 00;CP;CP05;M;3/26/14;7:22:41 ;
Lift TCP 00;CP;CP05;M;3/26/14;7:22:43 ;
Lift TCP 00;CS;CS02;M;3/26/14;8:02:17 ;
Lift TCP 00;CS;CS03;M;3/26/14;8:42:42 ;
Lift TCP 00;CS;CS04;M;3/26/14;6:59:57 ;
Lift TCP 00;CS;CS06;M;3/26/14;8:16:59 ;
Lift TCP 00;EP;EP03;M;3/26/14;9:36:16 ;
Lift TCS 00;BS;BS06;V;3/26/14;7:54:31 ;
Lift TCS 00;BS;BS06;V;3/26/14;7:54:34 ;
Lift TCS 00;CP;CP03;V;3/26/14;7:49:42 ;
Lift TCS 00;CP;CP03;V;3/26/14;8:04:25 ;
Lift TCS 00;CP;CP03;V;3/26/14;9:35:22 ;
Lift TCS 00;CP;CP03;V;3/26/14;8:01:31 ;
Lift TCS 00;CP;CP03;V;3/26/14;8:25:02 ;
Lift TCS 00;CP;CP05;V;3/26/14;8:32:27 ;
Lift TCS 00;CP;CP05;V;3/26/14;8:32:38 ;
Lift TCS 00;CP;CP05;V;3/26/14;7:07:19 ;
Lift TCS 00;CP;CP05;V;3/26/14;9:04:17 ;
Lift TCS 00;CP;CP05;V;3/26/14;9:18:04 ;
Lift TCS 00;CP;CP06;V;3/26/14;6:41:53 ;
Lift TCS 00;CP;CP06;V;3/26/14;6:41:54 ;
Lift TCS 00;CS;CS02;V;3/26/14;8:28:01 ;
Lift TCS 00;CS;CS02;V;3/26/14;9:27:23 ;
Lift TCS 00;CS;CS03;V;3/26/14;9:23:38 ;
Lift TCS 00;CS;CS04;V;3/26/14;9:39:32 ;
Lift TCS 00;CS;CS04;V;3/26/14;7:40:35 ;
Lift TCS 00;CS;CS04;V;3/26/14;8:29:00 ;
Lift TCS 00;CS;CS05;V;3/26/14;8:13:42 ;
Lift TCS 00;CS;CS05;V;3/26/14;8:31:04 ;
Lift TCS 00;CS;CS05;V;3/26/14;8:58:43 ;
Lift TCS 00;CS;CS05;V;3/26/14;7:32:20 ;
Lift TCS 00;CS;CS06;V;3/26/14;8:46:25 ;
Lift TCS 00;BP;BP03;V;3/26/14;6:48:10 ;
Lift TCS 00;BS;BS04;V;3/26/14;8:59:27 ;
Lift TCS 00;BS;BS04;V;3/26/14;7:46:29 ;
Lift TCS 00;CP;CP02;V;3/26/14;8:17:47 ;
Lift TCS 00;CP;CP02;V;3/26/14;8:17:49 ;
Lift TCS 00;CP;CP02;V;3/26/14;7:51:15 ;
Lift TCS 00;CP;CP02;V;3/26/14;7:51:16 ;
Lift TCS 00;CP;CP02;V;3/26/14;9:09:42 ;
Lift TCS 00;CP;CP02;V;3/26/14;8:36:11 ;
Lift TCS 00;CP;CP04;V;3/26/14;6:44:33 ;
Lift TCS 00;CP;CP04;V;3/26/14;6:58:03 ;
Lift TCS 00;CP;CP05;V;3/26/14;6:51:52 ;
Lift TCS 00;CP;CP05;V;3/26/14;8:07:39 ;
Lift TCS 00;CP;CP05;V;3/26/14;8:53:11 ;
Lift TCS 00;CP;CP06;V;3/26/14;9:36:52 ;
Lift TCS 00;CS;CS02;V;3/26/14;7:02:07 ;
Lift TCS 00;CS;CS02;V;3/26/14;7:32:57 ;
Lift TCS 00;CS;CS02;V;3/26/14;8:20:33 ;
Lift TCS 00;CS;CS03;V;3/26/14;7:26:39 ;
Lift TCS 00;CS;CS03;V;3/26/14;6:41:03 ;
Lift TCS 00;CS;CS03;V;3/26/14;6:41:04 ;
Lift TCS 00;CS;CS03;V;3/26/14;7:58:26 ;
Lift TCS 00;CS;CS03;V;3/26/14;8:22:42 ;
Lift TCS 00;CS;CS03;V;3/26/14;6:27:30 ;
Lift TCS 00;CS;CS03;V;3/26/14;7:52:02 ;
Lift TCS 00;CS;CS03;V;3/26/14;7:52:07 ;
Lift TCS 00;CS;CS04;V;3/26/14;7:55:07 ;
Lift TCS 00;CS;CS04;V;3/26/14;8:10:13 ;
Lift TCS 00;CS;CS04;V;3/26/14;7:59:43 ;
Lift TCS 00;CS;CS04;V;3/26/14;8:34:35 ;
Lift TCS 00;CS;CS04;V;3/26/14;7:36:58 ;
Lift TCS 00;CS;CS04;V;3/26/14;7:52:57 ;
Lift TCS 00;CS;CS04;V;3/26/14;6:24:02 ;
Lift TCS 00;CS;CS04;V;3/26/14;8:35:28 ;
Lift TCS 00;CS;CS04;V;3/26/14;6:32:40 ;
Lift TCS 00;CS;CS04;V;3/26/14;6:32:43 ;
Lift TCS 00;CS;CS04;V;3/26/14;7:39:37 ;
Lift TCS 00;CS;CS04;V;3/26/14;7:40:29 ;
Lift TCS 00;CS;CS04;V;3/26/14;8:56:37 ;
Lift TCS 00;CS;CS04;V;3/26/14;8:51:27 ;
Lift TCS 00;CS;CS04;V;3/26/14;8:51:34 ;
Lift TCS 00;CS;CS04;V;3/26/14;9:24:42 ;
Lift TCS 00;CS;CS04;V;3/26/14;9:07:35 ;
Lift TCS 00;CS;CS05;V;3/26/14;7:21:08 ;
Lift TCS 00;CS;CS05;V;3/26/14;8:12:06 ;
Lift TCS 00;CS;CS05;V;3/26/14;9:34:21 ;
Lift TCS 00;CS;CS05;V;3/26/14;7:53:22 ;
Lift TCS 00;CS;CS05;V;3/26/14;8:39:24 ;
Lift TCS 00;CS;CS05;V;3/26/14;8:39:26 ;
Lift TCS 00;CS;CS05;V;3/26/14;7:08:14 ;
Lift TCS 00;CS;CS05;V;3/26/14;6:36:21 ;
Lift TCS 00;CS;CS06;V;3/26/14;8:42:09 ;
Lift TCS 00;CS;CS06;V;3/26/14;7:50:24 ;
Lift TCS 00;BP;BP05;M;3/26/14;6:50:45 ;
Lift TCS 00;BS;BS03;M;3/26/14;7:57:01 ;
Lift TCS 00;CP;CP02;M;3/26/14;9:12:08 ;
Lift TCS 00;CP;CP03;M;3/26/14;6:46:15 ;
Lift TCS 00;CP;CP05;M;3/26/14;7:15:04 ;
Lift TCS 00;CS;CS03;M;3/26/14;9:18:49 ;
Lift TCS 00;CS;CS03;M;3/26/14;8:00:28 ;
Lift TCS 00;CS;CS03;M;3/26/14;8:00:31 ;
Lift TCS 00;CS;CS05;M;3/26/14;9:46:54 ;
Lift TCS 00;CS;CS05;M;3/26/14;9:17:27 ;
Lift TCS 00;CS;CS06;M;3/26/14;8:37:44 ;
Lift TCS 00;CS;CS05;M;3/26/14;8:48:54 ;
Lift TCS 00;CS;CS05;M;3/26/14;8:55:05 ;
Lift TCS 00;CS;CS05;M;3/26/14;7:12:43 ;
Lift TCS 00;CS;CS05;M;3/26/14;7:12:45 ;
Lift TCS 00;CS;CS06;M;3/26/14;9:38:51 ;
Lift TCS 00;CS;CS06;M;3/26/14;9:38:52 ;
Lift TCS 00;CS;CS06;M;3/26/14;8:17:27 ;
Lift TCS 00;CS;CS06;M;3/26/14;8:14:20 ;
Lift TCS 00;CS;CS06;M;3/26/14;8:14:21 ;
Lift TCS 00;CS;CS06;M;3/26/14;9:08:14 ;
Lift TCS 00;BP;BP06;M;3/26/14;8:24:26 ;
Lift TCS 00;BS;BS06;M;3/26/14;8:30:11 ;
Lift TCS 00;CP;CP02;M;3/26/14;7:40:57 ;
Lift TCS 00;CP;CP03;M;3/26/14;6:55:12 ;
Lift TCS 00;CP;CP04;M;3/26/14;9:01:57 ;
Lift TCS 00;CP;CP04;M;3/26/14;9:01:59 ;
Lift TCS 00;CP;CP04;M;3/26/14;9:03:09 ;
Lift TCS 00;CP;CP04;M;3/26/14;7:00:00 ;
Lift TCS 00;CP;CP05;M;3/26/14;7:27:20 ;
Lift TCS 00;CP;CP05;M;3/26/14;8:26:19 ;
Lift TCS 00;CP;CP05;M;3/26/14;7:31:47 ;
Lift TCS 00;CP;CP05;M;3/26/14;7:48:02 ;
Lift TCS 00;CP;CP05;M;3/26/14;7:48:03 ;
Lift TCS 00;CP;CP05;M;3/26/14;6:53:24 ;
Lift TCS 00;CP;CP06;M;3/26/14;8:12:41 ;
Lift TCS 00;CP;CP06;M;3/26/14;9:19:54 ;
Lift TCS 00;CS;CS03;M;3/26/14;6:52:29 ;
Lift TCS 00;CS;CS03;M;3/26/14;8:40:16 ;
Lift TCS 00;CS;CS03;M;3/26/14;7:03:25 ;
Lift TCS 00;CS;CS03;M;3/26/14;9:14:39 ;
Lift TCS 00;CS;CS03;M;3/26/14;8:08:56 ;
Lift TCS 00;CS;CS03;M;3/26/14;7:28:45 ;
Lift TCS 00;CS;CS03;M;3/26/14;7:28:49 ;
Lift TCS 00;CS;CS04;M;3/26/14;7:10:01 ;
Lift TCS 00;CS;CS04;M;3/26/14;7:24:42 ;
Lift TCS 00;CS;CS04;M;3/26/14;9:32:58 ;
Lift TCS 00;CS;CS04;M;3/26/14;6:33:53 ;
Lift TCS 00;CS;CS04;M;3/26/14;7:33:31 ;
Lift TCS 00;CS;CS04;M;3/26/14;9:29:53 ;
Lift TCS 00;CS;CS04;M;3/26/14;9:57:04 ;
Lift TCS 00;CS;CS04;M;3/26/14;8:06:44 ;
Lift TCS 00;CS;CS04;M;3/26/14;7:34:57 ;
Lift TCS 00;CS;CS04;M;3/26/14;9:58:48 ;
Lift TCS 00;CS;CS04;M;3/26/14;8:48:21 ;
Lift TCS 00;CS;CS04;M;3/26/14;9:08:51 ;
Lift TCS 00;CS;CS04;M;3/26/14;8:37:01 ;
Lift TCS 00;CS;CS05;M;3/26/14;7:00:52 ;
Lift TCS 00;CS;CS05;M;3/26/14;9:11:13 ;
Lift TCS 00;CS;CS05;M;3/26/14;7:42:22 ;
Lift TCS 00;CS;CS06;M;3/26/14;8:18:36 ;
Lift TCS 00;CS;CS06;M;3/26/14;8:50:47 ;
Lift TCS 00;CS;CS06;M;3/26/14;8:19:45 ;
Lift TDM 00;DM;DM05;V;3/26/14;9:28:54 ;
Lift TDM 00;DM;DM03;V;3/26/14;9:01:29 ;
Lift TDM 00;DM;DM03;V;3/26/14;9:01:34 ;
Lift TDM 00;DM;DM03;V;3/26/14;8:34:05 ;
Lift TDM 00;DM;DM03;V;3/26/14;8:37:08 ;
Lift TDM 00;DM;DM03;V;3/26/14;9:17:55 ;
Lift TDM 00;DM;DM03;V;3/26/14;9:43:29 ;
Lift TDM 00;DM;DM03;V;3/26/14;7:43:31 ;
Lift TDM 00;DM;DM03;V;3/26/14;7:41:37 ;
Lift TDM 00;DM;DM03;V;3/26/14;8:32:22 ;
Lift TDM 00;DM;DM03;V;3/26/14;8:28:42 ;
Lift TDM 00;DM;DM03;V;3/26/14;8:29:06 ;
Lift TDM 00;DM;DM03;V;3/26/14;8:08:03 ;
Lift TDM 00;DM;DM03;V;3/26/14;7:54:21 ;
Lift TDM 00;DM;DM04;V;3/26/14;8:55:36 ;
Lift TDM 00;DM;DM04;V;3/26/14;6:51:11 ;
Lift TDM 00;DM;DM05;V;3/26/14;8:52:23 ;
Lift TDM 00;DM;DM05;V;3/26/14;7:44:03 ;
Lift TDM 00;DM;DM05;V;3/26/14;8:04:10 ;
Lift TDM 00;DM;DM05;V;3/26/14;9:53:17 ;
Lift TDM 00;DM;DM05;V;3/26/14;8:11:46 ;
Lift TDM 00;DM;DM05;V;3/26/14;8:11:50 ;
Lift TDM 00;DM;DM05;V;3/26/14;8:35:08 ;
Lift TDM 00;DM;DM05;V;3/26/14;7:13:28 ;
Lift TDM 00;DM;DM05;V;3/26/14;7:47:00 ;
Lift TDM 00;DM;DM06;V;3/26/14;9:33:05 ;
Lift TDM 00;ES;ES06;V;3/26/14;7:10:11 ;
Lift TDM 00;ES;ES06;V;3/26/14;7:10:13 ;
Lift TDM 00;ES;ES06;V;3/26/14;9:42:51 ;
Lift TDM 00;ES;ES06;V;3/26/14;6:55:27 ;
Lift TDM 00;ES;ES06;V;3/26/14;7:40:39 ;
Lift TDM 00;ES;ES03;V;3/26/14;7:56:46 ;
Lift TDM 00;ES;ES03;V;3/26/14;8:34:35 ;
Lift TDM 00;DM;DM05;M;3/26/14;7:59:37 ;
Lift TDM 00;DM;DM02;M;3/26/14;9:06:03 ;
Lift TDM 00;DM;DM02;M;3/26/14;7:27:02 ;
Lift TDM 00;DM;DM02;M;3/26/14;7:33:04 ;
Lift TDM 00;DM;DM03;M;3/26/14;7:52:50 ;
Lift TDM 00;DM;DM03;M;3/26/14;8:41:25 ;
Lift TDM 00;DM;DM03;M;3/26/14;8:24:49 ;
Lift TDM 00;DM;DM03;M;3/26/14;8:24:51 ;
Lift TDM 00;DM;DM04;M;3/26/14;8:44:03 ;
Lift TDM 00;DM;DM04;M;3/26/14;6:57:07 ;
Lift TDM 00;DM;DM04;M;3/26/14;6:57:08 ;
Lift TDM 00;DM;DM04;M;3/26/14;8:17:34 ;
Lift TDM 00;DM;DM04;M;3/26/14;8:17:36 ;
Lift TDM 00;DM;DM04;M;3/26/14;9:35:47 ;
Lift TDM 00;DM;DM04;M;3/26/14;9:35:48 ;
Lift TDM 00;DM;DM04;M;3/26/14;7:14:30 ;
Lift TDM 00;DM;DM04;M;3/26/14;9:45:19 ;
Lift TDM 00;DM;DM04;M;3/26/14;7:28:07 ;
Lift TDM 00;DM;DM04;M;3/26/14;8:08:41 ;
Lift TDM 00;DM;DM05;M;3/26/14;7:39:49 ;
Lift TDM 00;DM;DM05;M;3/26/14;9:34:57 ;
Lift TDM 00;DM;DM05;M;3/26/14;8:47:02 ;
Lift TDM 00;DM;DM05;M;3/26/14;8:31:38 ;
Lift TDM 00;DM;DM05;M;3/26/14;7:38:27 ;
Lift TDM 00;DM;DM05;M;3/26/14;7:16:48 ;
Lift TDM 00;DM;DM05;M;3/26/14;9:26:21 ;
Lift TDM 00;DM;DM05;M;3/26/14;7:07:33 ;
Lift TDM 00;DM;DM05;M;3/26/14;8:23:35 ;
Lift TDM 00;DM;DM06;M;3/26/14;8:42:43 ;
Lift TDM 00;DM;DM06;M;3/26/14;7:32:19 ;
Lift TDM 00;DM;DM06;M;3/26/14;6:48:40 ;
Lift TDM 00;DM;DM06;M;3/26/14;7:37:28 ;
Lift TDM 00;DM;DM06;M;3/26/14;9:40:51 ;
Lift TDM 00;DM;DM06;M;3/26/14;8:05:00 ;
Lift TDM 00;DM;DM06;M;3/26/14;8:12:25 ;
Lift TDM 00;EP;EP05;M;3/26/14;7:12:50 ;
Lift TDM 00;EP;EP05;M;3/26/14;8:42:07 ;
Lift TDM 00;EP;EP05;M;3/26/14;8:31:02 ;
Lift TDM 00;ES;ES02;M;3/26/14;7:25:26 ;
Lift TDM 00;ES;ES06;M;3/26/14;7:39:03 ;
Lift TDM 00;ES;ES06;M;3/26/14;9:39:50 ;
Lift TDM 00;ES;ES06;M;3/26/14;9:09:31 ;
Lift TDM 00;ES;ES06;M;3/26/14;8:57:41 ;
Lift TDM 00;EP;EP04;M;3/26/14;8:59:12 ;
Lift TDM 00;EP;EP04;M;3/26/14;8:29:42 ;
Lift TDM 00;DM;DM02;M;3/26/14;7:51:37 ;
Lift TDM 00;DM;DM02;M;3/26/14;9:13:47 ;
Lift TDM 00;DM;DM02;M;3/26/14;9:13:48 ;
Lift TDM 00;DM;DM02;M;3/26/14;8:02:36 ;
Lift TDM 00;DM;DM02;M;3/26/14;9:04:10 ;
Lift TDM 00;DM;DM02;M;3/26/14;9:32:33 ;
Lift TDM 00;DM;DM02;M;3/26/14;7:48:03 ;
Lift TDM 00;DM;DM02;M;3/26/14;8:10:39 ;
Lift TDM 00;DM;DM02;M;3/26/14;9:39:30 ;
Lift TDM 00;ES;ES02;M;3/26/14;9:00:35 ;
Lift TDM 00;ES;ES03;M;3/26/14;8:40:56 ;
Lift TDM 00;ES;ES03;M;3/26/14;8:46:25 ;
Lift TDM 00;ES;ES03;M;3/26/14;8:46:30 ;
Lift TBP 00;BP;BP02;V;3/27/14;9:23:10 ;
Lift TBP 00;BP;BP02;V;3/27/14;9:00:18 ;
Lift TBP 00;BP;BP03;V;3/27/14;8:13:37 ;
Lift TBP 00;BP;BP03;V;3/27/14;8:56:16 ;
Lift TBP 00;BP;BP04;V;3/27/14;7:44:10 ;
Lift TBP 00;BP;BP04;V;3/27/14;8:51:50 ;
Lift TBP 00;BP;BP04;V;3/27/14;9:02:37 ;
Lift TBP 00;BP;BP04;V;3/27/14;6:57:25 ;
Lift TBP 00;BP;BP05;V;3/27/14;6:53:31 ;
Lift TBP 00;BP;BP05;V;3/27/14;7:03:15 ;
Lift TBP 00;BS;BS00;V;3/27/14;7:28:20 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:25:39 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:25:41 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:45:44 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:45:46 ;
Lift TBP 00;BS;BS03;V;3/27/14;7:24:24 ;
Lift TBP 00;BS;BS06;V;3/27/14;8:00:07 ;
Lift TBP 00;CP;CP02;V;3/27/14;8:52:38 ;
Lift TBP 00;CS;CS03;V;3/27/14;8:30:33 ;
Lift TBP 00;BP;BP02;V;3/27/14;7:39:09 ;
Lift TBP 00;BP;BP02;V;3/27/14;7:03:59 ;
Lift TBP 00;BP;BP02;V;3/27/14;7:46:59 ;
Lift TBP 00;BP;BP02;V;3/27/14;8:12:43 ;
Lift TBP 00;BP;BP02;V;3/27/14;8:44:44 ;
Lift TBP 00;BP;BP02;V;3/27/14;7:36:59 ;
Lift TBP 00;BP;BP02;V;3/27/14;9:29:09 ;
Lift TBP 00;BP;BP02;V;3/27/14;9:45:12 ;
Lift TBP 00;BP;BP04;V;3/27/14;7:54:12 ;
Lift TBP 00;BP;BP04;V;3/27/14;8:21:55 ;
Lift TBP 00;BP;BP06;V;3/27/14;7:51:30 ;
Lift TBP 00;BS;BS02;V;3/27/14;8:17:24 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:40:50 ;
Lift TBP 00;BS;BS02;V;3/27/14;9:05:51 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:04:50 ;
Lift TBP 00;BS;BS02;V;3/27/14;7:21:11 ;
Lift TBP 00;BS;BS03;V;3/27/14;6:46:01 ;
Lift TBP 00;BS;BS03;V;3/27/14;8:00:55 ;
Lift TBP 00;BS;BS03;V;3/27/14;7:18:02 ;
Lift TBP 00;BS;BS03;V;3/27/14;7:18:03 ;
Lift TBP 00;BS;BS03;V;3/27/14;7:35:48 ;
Lift TBP 00;BS;BS03;V;3/27/14;9:28:24 ;
Lift TBP 00;BS;BS04;V;3/27/14;9:34:13 ;
Lift TBP 00;BS;BS04;V;3/27/14;8:34:16 ;
Lift TBP 00;BS;BS04;V;3/27/14;7:33:59 ;
Lift TBP 00;BS;BS04;V;3/27/14;7:01:37 ;
Lift TBP 00;BS;BS04;V;3/27/14;9:18:56 ;
Lift TBP 00;BS;BS04;V;3/27/14;8:56:52 ;
Lift TBP 00;BS;BS04;V;3/27/14;7:33:09 ;
Lift TBP 00;BS;BS04;V;3/27/14;8:33:32 ;
Lift TBP 00;BS;BS04;V;3/27/14;7:28:04 ;
Lift TBP 00;BS;BS06;V;3/27/14;8:43:05 ;
Lift TBP 00;BS;BS06;V;3/27/14;7:49:43 ;
Lift TBP 00;CS;CS01;V;3/27/14;7:35:12 ;
Lift TBP 00;CS;CS02;V;3/27/14;8:49:03 ;
Lift TBP 00;CS;CS02;V;3/27/14;8:49:06 ;
Lift TBP 00;CS;CS02;V;3/27/14;8:49:09 ;
Lift TBP 00;CS;CS03;V;3/27/14;6:31:18 ;
Lift TBP 00;CS;CS03;V;3/27/14;8:20:31 ;
Lift TBP 00;CS;CS03;V;3/27/14;6:55:58 ;
Lift TBP 00;CS;CS03;V;3/27/14;8:55:19 ;
Lift TBP 00;CS;CS03;V;3/27/14;8:29:39 ;
Lift TBP 00;CS;CS04;V;3/27/14;9:09:57 ;
Lift TBP 00;BP;BP02;V;3/27/14;8:45:33 ;
Lift TBP 00;BS;BS02;V;3/27/14;8:10:14 ;
Lift TBP 00;BS;BS02;V;3/27/14;6:44:47 ;
Lift TBP 00;BS;BS02;V;3/27/14;8:16:45 ;
Lift TBP 00;BP;BP02;M;3/27/14;8:21:16 ;
Lift TBP 00;BP;BP02;M;3/27/14;8:21:18 ;
Lift TBP 00;BP;BP03;M;3/27/14;7:28:51 ;
Lift TBP 00;BP;BP04;M;3/27/14;8:38:46 ;
Lift TBP 00;BP;BP04;M;3/27/14;8:19:19 ;
Lift TBP 00;BP;BP04;M;3/27/14;8:19:20 ;
Lift TBP 00;BP;BP05;M;3/27/14;6:39:17 ;
Lift TBP 00;BP;BP05;M;3/27/14;8:01:37 ;
Lift TBP 00;BP;BP05;M;3/27/14;9:29:53 ;
Lift TBP 00;BP;BP05;M;3/27/14;8:02:42 ;
Lift TBP 00;BP;BP05;M;3/27/14;8:02:44 ;
Lift TBP 00;BP;BP06;M;3/27/14;7:07:35 ;
Lift TBP 00;BS;BS03;M;3/27/14;7:29:37 ;
Lift TBP 00;BS;BS04;M;3/27/14;8:53:44 ;
Lift TBP 00;BS;BS05;M;3/27/14;6:50:27 ;
Lift TBP 00;BS;BS05;M;3/27/14;8:32:32 ;
Lift TBP 00;BS;BS05;M;3/27/14;6:58:33 ;
Lift TBP 00;BS;BS05;M;3/27/14;8:37:11 ;
Lift TBP 00;CS;CS05;M;3/27/14;7:56:24 ;
Lift TBP 00;CS;CS05;M;3/27/14;8:58:35 ;
Lift TBP 00;CS;CS05;M;3/27/14;7:15:34 ;
Lift TBP 00;BP;BP02;M;3/27/14;6:36:51 ;
Lift TBP 00;BP;BP02;M;3/27/14;7:19:22 ;
Lift TBP 00;BP;BP03;M;3/27/14;7:12:54 ;
Lift TBP 00;BP;BP03;M;3/27/14;7:13:09 ;
Lift TBP 00;BP;BP06;M;3/27/14;8:41:02 ;
Lift TBP 00;BS;BS03;M;3/27/14;7:53:20 ;
Lift TBP 00;BS;BS03;M;3/27/14;8:44:06 ;
Lift TBP 00;BS;BS03;M;3/27/14;8:48:02 ;
Lift TBP 00;BS;BS03;M;3/27/14;8:54:15 ;
Lift TBP 00;BS;BS04;M;3/27/14;7:54:47 ;
Lift TBP 00;BS;BS04;M;3/27/14;7:30:34 ;
Lift TBP 00;BS;BS06;M;3/27/14;5:55:56 ;
Lift TBP 00;BS;BS06;M;3/27/14;7:58:11 ;
Lift TBP 00;CS;CS02;M;3/27/14;8:05:33 ;
Lift TBP 00;BP;BP02;M;3/27/14;7:14:24 ;
Lift TBP 00;BS;BS02;M;3/27/14;7:16:20 ;
Lift TBS 00;BP;BP03;V;3/27/14;7:46:28 ;
Lift TBS 00;BP;BP04;V;3/27/14;9:44:27 ;
