Device;Bouwdeel;Verdieping;Geslacht;Datum;Tijd;
Lift TBP 00;BP;BP04;V;3/28/14;7:45:40 ;
Lift TBP 00;BP;BP04;V;3/28/14;7:57:07 ;
Lift TBP 00;BP;BP05;V;3/28/14;6:55:25 ;
Lift TBP 00;BP;BP05;V;3/28/14;8:50:10 ;
Lift TBP 00;BP;BP05;V;3/28/14;7:02:57 ;
Lift TBP 00;BP;BP05;V;3/28/14;7:05:09 ;
Lift TBP 00;BS;BS02;V;3/28/14;8:06:30 ;
Lift TBP 00;BS;BS02;V;3/28/14;8:06:34 ;
Lift TBP 00;BS;BS03;V;3/28/14;9:04:11 ;
Lift TBP 00;BS;BS06;V;3/28/14;8:51:38 ;
Lift TBP 00;CS;CS03;V;3/28/14;8:31:08 ;
Lift TBP 00;CS;CS03;V;3/28/14;7:49:04 ;
Lift TBP 00;BP;BP02;V;3/28/14;7:46:24 ;
Lift TBP 00;BP;BP02;V;3/28/14;7:46:25 ;
Lift TBP 00;BP;BP02;V;3/28/14;7:43:47 ;
Lift TBP 00;BP;BP02;V;3/28/14;7:39:03 ;
Lift TBP 00;BP;BP02;V;3/28/14;7:51:32 ;
Lift TBP 00;BP;BP02;V;3/28/14;7:49:41 ;
Lift TBP 00;BP;BP02;V;3/28/14;6:59:27 ;
Lift TBP 00;BP;BP02;V;3/28/14;6:59:59 ;
Lift TBP 00;BP;BP02;V;3/28/14;7:44:20 ;
Lift TBP 00;BP;BP02;V;3/28/14;9:45:30 ;
Lift TBP 00;BP;BP03;V;3/28/14;8:55:02 ;
Lift TBP 00;BP;BP04;V;3/28/14;7:08:52 ;
Lift TBP 00;BP;BP04;V;3/28/14;9:00:55 ;
Lift TBP 00;BP;BP04;V;3/28/14;8:12:17 ;
Lift TBP 00;BP;BP05;V;3/28/14;7:01:03 ;
Lift TBP 00;BP;BP05;V;3/28/14;8:10:13 ;
Lift TBP 00;BP;BP06;V;3/28/14;8:52:19 ;
Lift TBP 00;BP;BP06;V;3/28/14;8:52:21 ;
Lift TBP 00;BS;BS02;V;3/28/14;7:29:51 ;
Lift TBP 00;BS;BS02;V;3/28/14;8:53:44 ;
Lift TBP 00;BS;BS02;V;3/28/14;8:43:08 ;
Lift TBP 00;BS;BS02;V;3/28/14;7:20:44 ;
Lift TBP 00;BS;BS03;V;3/28/14;7:59:23 ;
Lift TBP 00;BS;BS03;V;3/28/14;7:32:58 ;
Lift TBP 00;BS;BS03;V;3/28/14;8:48:05 ;
Lift TBP 00;BS;BS04;V;3/28/14;9:34:50 ;
Lift TBP 00;BS;BS04;V;3/28/14;8:56:25 ;
Lift TBP 00;BS;BS04;V;3/28/14;8:56:26 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:53:16 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:53:18 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:38:25 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:09:13 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:52:00 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:54:04 ;
Lift TBP 00;BS;BS04;V;3/28/14;9:24:06 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:34:13 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:35:15 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:35:16 ;
Lift TBP 00;BS;BS04;V;3/28/14;7:56:01 ;
Lift TBP 00;BS;BS06;V;3/28/14;8:44:19 ;
Lift TBP 00;BS;BS06;V;3/28/14;8:29:27 ;
Lift TBP 00;BS;BS06;V;3/28/14;8:01:35 ;
Lift TBP 00;BS;BS06;V;3/28/14;8:21:50 ;
Lift TBP 00;CP;CP03;V;3/28/14;8:19:21 ;
Lift TBP 00;CP;CP06;V;3/28/14;8:15:41 ;
Lift TBP 00;CP;CP06;V;3/28/14;8:15:45 ;
Lift TBP 00;CP;CP06;V;3/28/14;8:11:20 ;
Lift TBP 00;CS;CS03;V;3/28/14;8:36:09 ;
Lift TBP 00;CS;CS03;V;3/28/14;6:34:42 ;
Lift TBP 00;CS;CS03;V;3/28/14;6:57:21 ;
Lift TBP 00;BP;BP02;V;3/28/14;9:32:25 ;
Lift TBP 00;BP;BP02;V;3/28/14;7:14:29 ;
Lift TBP 00;BP;BP02;V;3/28/14;9:13:51 ;
Lift TBP 00;BS;BS02;V;3/28/14;8:14:47 ;
Lift TBP 00;BP;BP02;M;3/28/14;8:09:41 ;
Lift TBP 00;BP;BP02;M;3/28/14;8:09:43 ;
Lift TBP 00;BP;BP03;M;3/28/14;7:10:16 ;
Lift TBP 00;BP;BP04;M;3/28/14;8:29:51 ;
Lift TBP 00;BP;BP05;M;3/28/14;6:41:11 ;
Lift TBP 00;BP;BP05;M;3/28/14;8:04:11 ;
Lift TBP 00;BP;BP05;M;3/28/14;7:28:03 ;
Lift TBP 00;BP;BP05;M;3/28/14;8:08:31 ;
Lift TBP 00;BP;BP05;M;3/28/14;9:16:25 ;
Lift TBP 00;BS;BS03;M;3/28/14;7:22:03 ;
Lift TBP 00;BS;BS04;M;3/28/14;8:49:55 ;
Lift TBP 00;BP;BP02;M;3/28/14;8:05:11 ;
Lift TBP 00;CS;CS05;M;3/28/14;8:10:47 ;
Lift TBP 00;BP;BP02;M;3/28/14;9:02:26 ;
Lift TBP 00;BP;BP02;M;3/28/14;9:47:53 ;
Lift TBP 00;BP;BP06;M;3/28/14;8:17:22 ;
Lift TBP 00;BS;BS03;M;3/28/14;7:41:17 ;
Lift TBP 00;BS;BS04;M;3/28/14;7:25:02 ;
Lift TBP 00;BS;BS04;M;3/28/14;7:55:08 ;
Lift TBP 00;CS;CS71;M;3/28/14;9:05:59 ;
Lift TBP 00;BP;BP02;M;3/28/14;6:50:43 ;
Lift TBP 00;BS;BS02;M;3/28/14;9:05:14 ;
Lift TBS 00;BP;BP03;V;3/28/14;7:42:44 ;
Lift TBS 00;BS;BS04;V;3/28/14;8:22:52 ;
Lift TBS 00;BS;BS04;V;3/28/14;8:22:54 ;
Lift TBS 00;BS;BS05;V;3/28/14;8:41:36 ;
Lift TBS 00;BS;BS06;V;3/28/14;9:26:53 ;
Lift TBS 00;BS;BS06;V;3/28/14;7:51:24 ;
Lift TBS 00;BS;BS06;V;3/28/14;9:47:14 ;
Lift TBS 00;BS;BS06;V;3/28/14;8:37:07 ;
Lift TBS 00;BS;BS06;V;3/28/14;8:53:56 ;
Lift TBS 00;BS;BS06;V;3/28/14;8:53:57 ;
Lift TBS 00;CS;CS05;V;3/28/14;9:29:51 ;
Lift TBS 00;BS;BS02;V;3/28/14;7:38:55 ;
Lift TBS 00;BS;BS02;V;3/28/14;7:14:57 ;
Lift TBS 00;BS;BS04;V;3/28/14;6:59:08 ;
Lift TBS 00;BS;BS04;V;3/28/14;8:07:30 ;
Lift TBS 00;BS;BS05;V;3/28/14;7:58:54 ;
Lift TBS 00;BS;BS06;V;3/28/14;7:28:01 ;
Lift TBS 00;BS;BS06;V;3/28/14;9:22:30 ;
Lift TBS 00;BS;BS06;V;3/28/14;8:26:28 ;
Lift TBS 00;BS;BS06;V;3/28/14;9:25:36 ;
Lift TBS 00;BS;BS06;V;3/28/14;9:20:24 ;
Lift TBS 00;BS;BS06;V;3/28/14;8:17:36 ;
Lift TBS 00;BS;BS06;V;3/28/14;7:30:30 ;
Lift TBS 00;CP;CP03;V;3/28/14;8:25:33 ;
Lift TBS 00;CS;CS01;V;3/28/14;6:21:17 ;
Lift TBS 00;CS;CS01;V;3/28/14;9:05:52 ;
Lift TBS 00;BP;BP03;V;3/28/14;8:21:59 ;
Lift TBS 00;BP;BP03;M;3/28/14;8:43:04 ;
Lift TBS 00;BS;BS03;M;3/28/14;7:36:19 ;
Lift TBS 00;BS;BS04;M;3/28/14;9:16:58 ;
Lift TBS 00;BS;BS05;M;3/28/14;9:03:45 ;
Lift TBS 00;BS;BS05;M;3/28/14;7:37:28 ;
Lift TBS 00;BS;BS05;M;3/28/14;8:51:23 ;
Lift TBS 00;BS;BS06;M;3/28/14;7:41:28 ;
Lift TBS 00;BS;BS06;M;3/28/14;7:41:31 ;
Lift TBS 00;BS;BS06;M;3/28/14;6:51:31 ;
Lift TBS 00;BS;BS06;M;3/28/14;9:15:39 ;
Lift TBS 00;BP;BP03;M;3/28/14;8:34:21 ;
Lift TBS 00;BS;BS04;M;3/28/14;8:19:56 ;
Lift TBS 00;BS;BS04;M;3/28/14;8:31:21 ;
Lift TBS 00;BS;BS06;M;3/28/14;8:16:19 ;
Lift TBS 00;BS;BS06;M;3/28/14;7:56:00 ;
Lift TBS 00;BS;BS06;M;3/28/14;8:03:28 ;
Lift TBS 00;BS;BS06;M;3/28/14;8:47:54 ;
Lift TBS 00;BS;BS06;M;3/28/14;8:58:19 ;
Lift TBS 00;BP;BP03;M;3/28/14;8:55:58 ;
Lift TCP 00;CP;CP02;V;3/28/14;8:58:55 ;
Lift TCP 00;CP;CP02;V;3/28/14;8:30:35 ;
Lift TCP 00;CP;CP02;V;3/28/14;8:32:52 ;
Lift TCP 00;CP;CP02;V;3/28/14;7:52:58 ;
Lift TCP 00;CP;CP03;V;3/28/14;8:26:29 ;
Lift TCP 00;CP;CP03;V;3/28/14;6:53:07 ;
Lift TCP 00;CP;CP04;V;3/28/14;9:36:46 ;
Lift TCP 00;CP;CP04;V;3/28/14;9:36:50 ;
Lift TCP 00;CP;CP06;V;3/28/14;9:40:35 ;
Lift TCP 00;BP;BP02;V;3/28/14;9:37:14 ;
Lift TCP 00;BP;BP03;V;3/28/14;8:32:07 ;
Lift TCP 00;BP;BP03;V;3/28/14;8:27:40 ;
Lift TCP 00;BP;BP03;V;3/28/14;7:41:54 ;
Lift TCP 00;BP;BP03;V;3/28/14;7:30:51 ;
Lift TCP 00;BP;BP03;V;3/28/14;7:39:30 ;
Lift TCP 00;BP;BP03;V;3/28/14;8:03:35 ;
Lift TCP 00;BS;BS03;V;3/28/14;7:02:33 ;
Lift TCP 00;BS;BS04;V;3/28/14;6:56:50 ;
Lift TCP 00;CP;CP02;V;3/28/14;8:13:12 ;
Lift TCP 00;CP;CP03;V;3/28/14;7:21:15 ;
Lift TCP 00;CP;CP03;V;3/28/14;6:38:41 ;
Lift TCP 00;CP;CP04;V;3/28/14;8:01:17 ;
Lift TCP 00;CP;CP05;V;3/28/14;7:43:29 ;
Lift TCP 00;CP;CP06;V;3/28/14;6:58:17 ;
Lift TCP 00;CP;CP06;V;3/28/14;7:24:08 ;
Lift TCP 00;CP;CP06;V;3/28/14;8:36:35 ;
Lift TCP 00;CP;CP06;V;3/28/14;8:54:32 ;
Lift TCP 00;CS;CS02;V;3/28/14;8:37:24 ;
Lift TCP 00;CS;CS04;V;3/28/14;7:57:04 ;
Lift TCP 00;CS;CS04;V;3/28/14;9:01:10 ;
Lift TCP 00;CS;CS04;V;3/28/14;8:25:54 ;
Lift TCP 00;CS;CS05;V;3/28/14;7:03:41 ;
Lift TCP 00;CS;CS05;V;3/28/14;8:18:15 ;
Lift TCP 00;CS;CS06;V;3/28/14;9:25:26 ;
Lift TCP 00;CP;CP02;M;3/28/14;8:00:33 ;
Lift TCP 00;CP;CP02;M;3/28/14;8:00:41 ;
Lift TCP 00;CP;CP05;M;3/28/14;8:49:01 ;
Lift TCP 00;CS;CS02;M;3/28/14;7:54:20 ;
Lift TCP 00;CS;CS03;M;3/28/14;9:07:03 ;
Lift TCP 00;CS;CS03;M;3/28/14;9:07:05 ;
Lift TCP 00;CS;CS04;M;3/28/14;7:59:10 ;
Lift TCP 00;BP;BP03;M;3/28/14;7:38:19 ;
Lift TCP 00;BP;BP03;M;3/28/14;8:27:03 ;
Lift TCP 00;BP;BP03;M;3/28/14;9:21:55 ;
Lift TCP 00;CP;CP04;M;3/28/14;9:02:30 ;
Lift TCP 00;CP;CP04;M;3/28/14;9:02:31 ;
Lift TCP 00;CS;CS04;M;3/28/14;9:14:11 ;
Lift TCP 00;CS;CS06;M;3/28/14;8:09:27 ;
Lift TCP 00;CS;CS06;M;3/28/14;8:10:00 ;
Lift TCP 00;CS;CS71;M;3/28/14;7:47:15 ;
Lift TCS 00;BS;BS06;V;3/28/14;8:49:01 ;
Lift TCS 00;CP;CP03;V;3/28/14;7:31:58 ;
Lift TCS 00;CP;CP05;V;3/28/14;9:05:51 ;
Lift TCS 00;CP;CP05;V;3/28/14;9:06:04 ;
Lift TCS 00;CP;CP05;V;3/28/14;8:18:51 ;
Lift TCS 00;CP;CP05;V;3/28/14;7:21:35 ;
Lift TCS 00;CP;CP05;V;3/28/14;7:21:40 ;
Lift TCS 00;CP;CP05;V;3/28/14;7:16:52 ;
Lift TCS 00;CP;CP06;V;3/28/14;9:12:36 ;
Lift TCS 00;CS;CS01;V;3/28/14;6:50:29 ;
Lift TCS 00;CS;CS02;V;3/28/14;8:27:48 ;
Lift TCS 00;CS;CS02;V;3/28/14;9:22:36 ;
Lift TCS 00;CS;CS02;V;3/28/14;9:22:38 ;
Lift TCS 00;CS;CS04;V;3/28/14;8:41:46 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:00:48 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:00:50 ;
Lift TCS 00;CS;CS05;V;3/28/14;6:58:27 ;
Lift TCS 00;CS;CS05;V;3/28/14;7:39:57 ;
Lift TCS 00;CS;CS05;V;3/28/14;7:45:25 ;
Lift TCS 00;CS;CS06;V;3/28/14;7:57:42 ;
Lift TCS 00;BS;BS04;V;3/28/14;6:56:22 ;
Lift TCS 00;BS;BS04;V;3/28/14;6:56:25 ;
Lift TCS 00;BS;BS04;V;3/28/14;8:01:53 ;
Lift TCS 00;BS;BS04;V;3/28/14;6:52:34 ;
Lift TCS 00;BS;BS06;V;3/28/14;8:38:37 ;
Lift TCS 00;CP;CP02;V;3/28/14;7:14:38 ;
Lift TCS 00;CP;CP03;V;3/28/14;6:01:00 ;
Lift TCS 00;CP;CP04;V;3/28/14;9:58:51 ;
Lift TCS 00;CP;CP04;V;3/28/14;6:49:29 ;
Lift TCS 00;CP;CP04;V;3/28/14;9:19:09 ;
Lift TCS 00;CP;CP04;V;3/28/14;9:19:19 ;
Lift TCS 00;CP;CP04;V;3/28/14;9:19:25 ;
Lift TCS 00;CP;CP04;V;3/28/14;7:28:41 ;
Lift TCS 00;CP;CP04;V;3/28/14;8:19:55 ;
Lift TCS 00;CP;CP04;V;3/28/14;8:36:08 ;
Lift TCS 00;CP;CP05;V;3/28/14;8:34:07 ;
Lift TCS 00;CP;CP05;V;3/28/14;7:38:26 ;
Lift TCS 00;CP;CP05;V;3/28/14;7:50:29 ;
Lift TCS 00;CP;CP05;V;3/28/14;7:22:38 ;
Lift TCS 00;CS;CS02;V;3/28/14;8:15:47 ;
Lift TCS 00;CS;CS02;V;3/28/14;9:20:11 ;
Lift TCS 00;CS;CS03;V;3/28/14;7:00:00 ;
Lift TCS 00;CS;CS03;V;3/28/14;7:08:55 ;
Lift TCS 00;CS;CS03;V;3/28/14;8:57:22 ;
Lift TCS 00;CS;CS03;V;3/28/14;8:12:56 ;
Lift TCS 00;CS;CS04;V;3/28/14;9:04:09 ;
Lift TCS 00;CS;CS04;V;3/28/14;9:04:11 ;
Lift TCS 00;CS;CS04;V;3/28/14;6:27:19 ;
Lift TCS 00;CS;CS04;V;3/28/14;9:39:51 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:41:25 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:12:59 ;
Lift TCS 00;CS;CS04;V;3/28/14;8:10:46 ;
Lift TCS 00;CS;CS04;V;3/28/14;9:08:43 ;
Lift TCS 00;CS;CS04;V;3/28/14;6:33:25 ;
Lift TCS 00;CS;CS04;V;3/28/14;8:08:21 ;
Lift TCS 00;CS;CS04;V;3/28/14;9:50:02 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:27:33 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:48:23 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:48:24 ;
Lift TCS 00;CS;CS04;V;3/28/14;6:59:21 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:31:15 ;
Lift TCS 00;CS;CS04;V;3/28/14;8:48:08 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:37:45 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:59:36 ;
Lift TCS 00;CS;CS04;V;3/28/14;7:12:29 ;
Lift TCS 00;CS;CS05;V;3/28/14;8:34:55 ;
Lift TCS 00;CS;CS05;V;3/28/14;7:58:33 ;
Lift TCS 00;CS;CS05;V;3/28/14;8:22:55 ;
Lift TCS 00;CS;CS05;V;3/28/14;7:30:38 ;
Lift TCS 00;CS;CS05;V;3/28/14;7:56:47 ;
Lift TCS 00;CS;CS05;V;3/28/14;8:14:21 ;
Lift TCS 00;CS;CS05;V;3/28/14;8:15:02 ;
Lift TCS 00;CS;CS05;V;3/28/14;9:34:30 ;
Lift TCS 00;CS;CS05;V;3/28/14;7:18:13 ;
Lift TCS 00;CS;CS05;V;3/28/14;6:53:39 ;
Lift TCS 00;CS;CS06;V;3/28/14;8:28:21 ;
Lift TCS 00;CS;CS06;V;3/28/14;8:24:41 ;
Lift TCS 00;BP;BP05;M;3/28/14;8:00:15 ;
Lift TCS 00;CP;CP02;M;3/28/14;8:45:23 ;
Lift TCS 00;CP;CP02;M;3/28/14;8:45:27 ;
Lift TCS 00;CP;CP03;M;3/28/14;6:45:30 ;
Lift TCS 00;CS;CS03;M;3/28/14;9:35:41 ;
Lift TCS 00;CS;CS03;M;3/28/14;7:52:43 ;
Lift TCS 00;CS;CS04;M;3/28/14;7:39:03 ;
Lift TCS 00;CS;CS04;M;3/28/14;7:35:35 ;
Lift TCS 00;CS;CS05;M;3/28/14;8:29:40 ;
Lift TCS 00;CS;CS05;M;3/28/14;8:21:26 ;
Lift TCS 00;CS;CS06;M;3/28/14;8:41:14 ;
Lift TCS 00;CS;CS06;M;3/28/14;8:41:17 ;
Lift TCS 00;CS;CS05;M;3/28/14;8:42:31 ;
Lift TCS 00;CS;CS05;M;3/28/14;8:58:42 ;
Lift TCS 00;CS;CS05;M;3/28/14;9:04:25 ;
Lift TCS 00;CS;CS05;M;3/28/14;9:04:27 ;
Lift TCS 00;CS;CS05;M;3/28/14;8:06:04 ;
Lift TCS 00;CS;CS05;M;3/28/14;7:29:51 ;
Lift TCS 00;CS;CS05;M;3/28/14;8:12:09 ;
Lift TCS 00;CS;CS05;M;3/28/14;7:03:41 ;
Lift TCS 00;CS;CS06;M;3/28/14;7:41:55 ;
Lift TCS 00;CS;CS06;M;3/28/14;7:33:39 ;
Lift TCS 00;CS;CS06;M;3/28/14;8:16:26 ;
Lift TCS 00;BP;BP06;M;3/28/14;7:51:02 ;
Lift TCS 00;BP;BP06;M;3/28/14;8:03:15 ;
Lift TCS 00;BP;BP06;M;3/28/14;7:18:45 ;
Lift TCS 00;BS;BS06;M;3/28/14;8:23:54 ;
Lift TCS 00;BS;BS06;M;3/28/14;8:25:34 ;
Lift TCS 00;CP;CP02;M;3/28/14;8:35:20 ;
Lift TCS 00;CP;CP02;M;3/28/14;9:26:35 ;
Lift TCS 00;CP;CP03;M;3/28/14;7:19:33 ;
Lift TCS 00;CP;CP04;M;3/28/14;8:46:57 ;
Lift TCS 00;CP;CP04;M;3/28/14;9:26:57 ;
Lift TCS 00;CP;CP05;M;3/28/14;8:06:41 ;
Lift TCS 00;CP;CP05;M;3/28/14;7:04:53 ;
Lift TCS 00;CP;CP06;M;3/28/14;9:23:16 ;
Lift TCS 00;CS;CS03;M;3/28/14;8:52:36 ;
Lift TCS 00;CS;CS03;M;3/28/14;7:23:55 ;
Lift TCS 00;CS;CS03;M;3/28/14;8:27:16 ;
Lift TCS 00;CS;CS03;M;3/28/14;8:27:19 ;
Lift TCS 00;CS;CS04;M;3/28/14;7:25:11 ;
Lift TCS 00;CS;CS04;M;3/28/14;9:29:55 ;
Lift TCS 00;CS;CS04;M;3/28/14;8:40:34 ;
Lift TCS 00;CS;CS04;M;3/28/14;6:32:50 ;
Lift TCS 00;CS;CS04;M;3/28/14;7:34:58 ;
Lift TCS 00;CS;CS04;M;3/28/14;9:02:34 ;
Lift TCS 00;CS;CS04;M;3/28/14;8:55:09 ;
Lift TCS 00;CS;CS04;M;3/28/14;8:18:12 ;
Lift TCS 00;CS;CS04;M;3/28/14;8:37:13 ;
Lift TCS 00;CS;CS04;M;3/28/14;8:29:04 ;
Lift TCS 00;CS;CS05;M;3/28/14;7:50:07 ;
Lift TCS 00;CS;CS05;M;3/28/14;7:43:28 ;
Lift TCS 00;CS;CS06;M;3/28/14;8:03:55 ;
Lift TCS 00;CS;CS06;M;3/28/14;9:15:36 ;
Lift TCS 00;CS;CS06;M;3/28/14;8:30:15 ;
Lift TCS 00;CS;CS06;M;3/28/14;8:30:16 ;
Lift TCS 00;CS;CS06;M;3/28/14;8:23:08 ;
Lift TCS 00;CS;CS71;M;3/28/14;7:53:42 ;
Lift TCS 00;CS;CS71;M;3/28/14;7:54:11 ;
Lift TCS 00;CS;CS71;M;3/28/14;7:55:18 ;
Lift TDM 00;DM;DM03;V;3/28/14;9:27:13 ;
Lift TDM 00;DM;DM06;V;3/28/14;9:26:30 ;
Lift TDM 00;DM;DM02;V;3/28/14;7:51:27 ;
Lift TDM 00;DM;DM03;V;3/28/14;9:02:15 ;
Lift TDM 00;DM;DM03;V;3/28/14;9:10:51 ;
Lift TDM 00;DM;DM03;V;3/28/14;7:33:14 ;
Lift TDM 00;DM;DM03;V;3/28/14;9:18:26 ;
Lift TDM 00;DM;DM03;V;3/28/14;7:36:49 ;
Lift TDM 00;DM;DM03;V;3/28/14;9:00:12 ;
Lift TDM 00;DM;DM03;V;3/28/14;7:47:34 ;
Lift TDM 00;DM;DM03;V;3/28/14;7:52:01 ;
Lift TDM 00;DM;DM03;V;3/28/14;8:31:11 ;
Lift TDM 00;DM;DM05;V;3/28/14;9:32:30 ;
Lift TDM 00;DM;DM05;V;3/28/14;7:40:47 ;
Lift TDM 00;DM;DM05;V;3/28/14;8:15:05 ;
Lift TDM 00;DM;DM05;V;3/28/14;9:55:39 ;
Lift TDM 00;DM;DM05;V;3/28/14;6:58:42 ;
Lift TDM 00;DM;DM05;V;3/28/14;7:34:03 ;
Lift TDM 00;DM;DM06;V;3/28/14;8:44:46 ;
Lift TDM 00;DM;DM06;V;3/28/14;8:11:14 ;
Lift TDM 00;DM;DM06;V;3/28/14;7:17:17 ;
Lift TDM 00;EP;EP05;V;3/28/14;9:01:00 ;
Lift TDM 00;ES;ES02;V;3/28/14;8:54:30 ;
Lift TDM 00;ES;ES05;V;3/28/14;7:31:17 ;
Lift TDM 00;ES;ES06;V;3/28/14;7:24:41 ;
Lift TDM 00;ES;ES06;V;3/28/14;7:24:44 ;
Lift TDM 00;ES;ES06;V;3/28/14;6:53:46 ;
Lift TDM 00;CS;CS04;V;3/28/14;7:54:31 ;
Lift TDM 00;ES;ES03;V;3/28/14;7:08:33 ;
Lift TDM 00;DM;DM02;M;3/28/14;9:20:53 ;
Lift TDM 00;DM;DM02;M;3/28/14;7:32:17 ;
Lift TDM 00;DM;DM03;M;3/28/14;8:19:46 ;
Lift TDM 00;DM;DM03;M;3/28/14;8:56:21 ;
Lift TDM 00;DM;DM04;M;3/28/14;8:57:30 ;
Lift TDM 00;DM;DM04;M;3/28/14;9:31:38 ;
Lift TDM 00;DM;DM04;M;3/28/14;9:06:00 ;
Lift TDM 00;DM;DM04;M;3/28/14;9:15:08 ;
Lift TDM 00;DM;DM05;M;3/28/14;8:38:11 ;
Lift TDM 00;DM;DM05;M;3/28/14;7:07:50 ;
Lift TDM 00;DM;DM05;M;3/28/14;8:12:42 ;
Lift TDM 00;DM;DM06;M;3/28/14;8:51:00 ;
Lift TDM 00;DM;DM06;M;3/28/14;8:47:46 ;
Lift TDM 00;EP;EP05;M;3/28/14;8:37:23 ;
Lift TDM 00;EP;EP05;M;3/28/14;8:27:18 ;
Lift TDM 00;EP;EP05;M;3/28/14;8:08:02 ;
Lift TDM 00;ES;ES06;M;3/28/14;8:24:04 ;
Lift TDM 00;ES;ES06;M;3/28/14;8:16:55 ;
Lift TDM 00;ES;ES06;M;3/28/14;8:44:01 ;
Lift TDM 00;EP;EP04;M;3/28/14;8:33:09 ;
Lift TDM 00;DM;DM02;M;3/28/14;7:30:20 ;
Lift TDM 00;DM;DM02;M;3/28/14;8:38:59 ;
Lift TDM 00;DM;DM02;M;3/28/14;6:40:10 ;
Lift TDM 00;DM;DM02;M;3/28/14;7:34:57 ;
Lift TDM 00;DM;DM02;M;3/28/14;9:20:05 ;
Lift TDM 00;DM;DM02;M;3/28/14;7:53:03 ;
Lift TDM 00;DM;DM02;M;3/28/14;8:43:24 ;
Lift TDM 00;DM;DM02;M;3/28/14;8:29:36 ;
Lift TDM 00;ES;ES02;M;3/28/14;7:48:28 ;
Lift TDM 00;ES;ES03;M;3/28/14;8:04:02 ;
Lift TDM 00;ES;ES03;M;3/28/14;8:04:08 ;
Lift TDM 00;ES;ES03;M;3/28/14;8:04:10 ;
Lift TDM 00;ES;ES03;M;3/28/14;6:41:26 ;